Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Atlas project key),Custom field (Atlas project status),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Comment,Parent,Parent summary,Status Category
FT84  - Verify Customer Fund Transfer - Characters are not allowed,NNB-105,10104,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:28 PM,18/Sep/23 9:44 PM,26/Sep/23 8:22 AM,,,0,Testing for disallowing characters in the Description field.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,," An error message should be displayed, indicating that only alphanumeric characters are allowed in the Description field.",,,,,,,,,,,NNB-2,Fund Transfer,,,"Open the application.
Locate the Description field.
Enter characters (e.g., 'abcd1234') into the Description field.
Attempt to submit the form.",,,,,0|i000mv:,,NNB Sprint 1,NNB Sprint 2,NNB Sprint 3,,,,,,,,Unit,"Enter ""ABCD1234"" in the payer's account number field and attempt to initiate a fund transfer.",,,,,10001,Fund Transfer,To Do
FT83 - Verify Customer Fund Transfer -  Special characters are not allowed,NNB-104,10103,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:27 PM,18/Sep/23 9:44 PM,26/Sep/23 8:22 AM,,,0,Testing for disallowing special characters in the Description field.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-2,Fund Transfer,,,"An error message should be displayed, indicating that special characters are not allowed in the Description field.",,,,,0|i000mn:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Open the application.
Locate the Description field.
Enter special characters (e.g., !@#$%^) into the Description field.
Attempt to submit the form.",,,,,10001,Fund Transfer,To Do
FT82 - Verify Customer Fund Transfer - Payers Account Number must not be blank,NNB-103,10102,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:27 PM,21/Sep/23 8:27 PM,26/Sep/23 8:22 AM,,,0,Testing for the Payers Account Number not being blank.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-2,Fund Transfer,,," An error message should be displayed, indicating that the Payers Account Number is required and must not be blank.",,,,,0|i000mf:,,NNB Sprint 3,,,,,,,,,,Unit,"Open the application.
Locate the Payers Account Number field.
Leave the Payers Account Number field blank.
Attempt to submit the form.",Pass,,,,10001,Fund Transfer,To Do
EC81 - Verify Customer  Email : First character cannot have space,NNB-102,10101,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:27 PM,18/Sep/23 9:45 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer email field does not allow a space as the first character.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,The customer email field should display an error message.,,,,,0|i000m7:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Locate the customer email field, 
try leaving a space as first character before inserting the rest of the field, 
proceed with next step.",Skip,,,,10007,Edit Customer,To Do
EC80  - Verify Customer Email : Email ID is not valid,NNB-101,10100,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:27 PM,18/Sep/23 9:45 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer email field does not accept invalid email addresses.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,The customer email field should display an error message indicating that the email is not valid.,,,,,0|i000lz:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Locate the customer email field, 
try putting invalid email address, 
proceed with next step.",Skip,,,,10007,Edit Customer,To Do
EC79  - Verify Customer Email : Email ID must not be blank,NNB-100,10099,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:27 PM,18/Sep/23 9:45 PM,26/Sep/23 8:22 AM,,,0, Verify that the customer email field does not allow blank entries.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,The form should display an error message indicating that the email is required.,,,,,0|i000lr:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,System,"Locate the customer email field, 
try leaving the field blank, 
proceed with next step.",Skip,,,,10007,Edit Customer,To Do
EC78 - Verify Customer Telephone Number - First character cannot have space,NNB-99,10098,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:26 PM,18/Sep/23 9:45 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer telephone number field does not allow a space as the first character.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,The customer telephone number field should display an error message.,,,,,0|i000lj:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Locate the telephone number field, 
try putting a space before the rest of the field, 
proceed to next step.",Skip,,,,10007,Edit Customer,To Do
EC77  - Verify Customer Telephone Number  – Character are not allowed,NNB-98,10097,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:26 PM,18/Sep/23 9:45 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer telephone number field does not allow characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,, The customer telephone number field should display an error message.,,,,,0|i000lb:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Locate the telephone number field, 
try putting characters into the field, 
proceed with next step.",Skip,,,,10007,Edit Customer,To Do
EC76  - Verify Customer Telephone Number  – Special character are not allowed,NNB-97,10096,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:26 PM,18/Sep/23 9:45 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer telephone number field does not allow special characters.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,The customer telephone number field should display an error message.,,,,,0|i000l3:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,System,"Locate the Telephone field, 
try putting special characters into it, 
proceed with next step.",Skip,,,,10007,Edit Customer,To Do
EC75 -  Verify Customer Telephone Number – Mobile no must not be blank,NNB-96,10095,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:26 PM,18/Sep/23 9:45 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer telephone number field does not allow blank entries for mobile numbers.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,An error message indicating that Telephone number shouldn't be blank.,,,,,0|i000kv:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Locate the Telephone field, 
try to leave the field blank, 
proceed with the next step.",Skip,,,,10007,Edit Customer,To Do
EC74  - Verify Customer Pin - First character cannot have space,NNB-95,10094,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:26 PM,18/Sep/23 9:45 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer PIN field does not allow a space as the first character.,,huytqse160495,Pham Duc Tai,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,There is no PIN field to test.,,,,,,,,,,,,,,,The customer PIN field should display an error message.,,,,,0|i000kn:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Locate PIN field, 
try enter a space before putting the remaining of the field.",Skip,,,,,,To Do
EC73 -  Verify Customer Pin – PIN Code must have 6 Digits,NNB-94,10093,Bug,Open,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:25 PM,18/Sep/23 9:46 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer PIN field requires exactly 6 digits.,,huytqse160495,Pham Duc Tai,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,There is no PIN field to test.,,,,,,,,,,,,,,,The customer PIN field should display an error message indicating that it requires 6 digits.,,,,,0|i000kf:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Locate the PIN field, 
try proceeding to the next step with any amount but 6 legit input.",Skip,,,,,,To Do
EC72  - Verify Customer Pin – Special characters are not allowed,NNB-93,10092,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:25 PM,18/Sep/23 9:46 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer PIN field does not allow special characters.,,huytqse160495,Pham Duc Tai,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,There are no PIN field to test,,,,,,,,,,,NNB-8,Edit Customer,,,The customer PIN field should display an error message.,,,,,0|i000k7:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Locate PIN field,
try putting special characters into the field, 
proceed to next step.",Skip,,,,10007,Edit Customer,To Do
EC71.1 - Verify Customer  Pin - PIN Code must not be blank,NNB-92,10091,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:25 PM,18/Sep/23 9:46 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer PIN field does not allow blank entries.,,huytqse160495,Pham Duc Tai,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,There are no PIN field to test.,,,,,,,,,,,NNB-8,Edit Customer,,,The form should display an error message indicating that the customer PIN field is required.,,,,,0|i000jz:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Locate the PIN field,
try leaving it blank, 
proceed to next step.",Skip,,,,10007,Edit Customer,To Do
EC71 - Verify Customer  Pin - Characters are not allowed,NNB-91,10090,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Huynh Huu Tri Nhan (K17 HCM),712020:2a920d8d-0438-43e5-97c5-5a2455a166f8,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:25 PM,18/Sep/23 9:47 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer PIN field does not allow characters.,,huytqse160495,Pham Duc Tai,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,There are no PIN field to test.,,,,,,,,,,,NNB-8,Edit Customer,,,The customer PIN field should display an error message.,,,,,0|i000jr:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Locate edit customer field, 
try putting characters into the field, 
tab for next step.",Skip,,,,10007,Edit Customer,To Do
EC70.1 -  Verify Customer State – First character cannot have space,NNB-90,10089,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:25 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0, Verify that the customer state field does not allow a space as the first character.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,The customer state field should display an error message.,,,,,0|i000jj:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Enter "" aaa"" in the customer state field.",,,,,10007,Edit Customer,To Do
EC70  - Verify Customer State – Special characters are not allowed,NNB-89,10088,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:24 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0,Verify that the customer state field does not allow special characters.,,huytqse160495,Pham Duc Tai,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,The customer state field should display an error message.,,,,,0|i000jb:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Enter ""$%"" in the customer state field.",Skip,,,,10007,Edit Customer,To Do
EC69 -  Verify Customer State - State must not be blank,NNB-87,10086,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:22 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0,Verify that the state field does not allow blank entries.,,huytqse160495,Pham Duc Tai,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,The form should display an error message indicating that the state field is required.,,,,,0|i000j3:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit, Leave the state field blank and attempt to submit the form.,Skip,,,,10007,Edit Customer,To Do
EC68 -  Verify Customer State – Numbers are not allowed,NNB-86,10085,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:22 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0,Verify that the state field does not allow input with numbers.,,huytqse160495,Pham Duc Tai,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,The state field should display an error message.,,,,,0|i000iv:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Enter ""123"" in the state field.",Skip,,,,10007,Edit Customer,To Do
EC67 -  Verify Customer City - First character can not have space,NNB-85,10084,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:22 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0,Verify that the city field rejects input with a space as the first character.,,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,The city field should display an error message.,,,,,0|i000in:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit," Enter "" San Francisco"" in the city field.",Skip,,,,10007,Edit Customer,To Do
EC66  - Verify Customer City – Numbers are not allowed,NNB-84,10083,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:22 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when numbers are entered in the ""City"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,"-The system should prevent the entry of numbers and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""City"" field, indicating that numbers are not allowed. ",,,,,0|i000if:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit," Enter a city name with numbers in the ""City"" field.",Skip,,,,10007,Edit Customer,To Do
EC65  - Verify Customer City - City Field must not be blank,NNB-83,10082,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:21 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when the ""City"" field is left blank.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,"The system should prevent the submission of the form when the ""City"" field is left blank and should display an error message indicating that the ""City"" must not be blank.",,,,,0|i000i7:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Leave the ""City"" field blank.",Skip,,,,10007,Edit Customer,To Do
EC64  - Verify Customer City - Special character are not allowed,NNB-82,10081,Story,To Do,NNB,N4_NJS1704_BankingProject,software,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,Medium,,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,huytqse160495,712020:4548e914-f537-4fbb-b9b8-5924b0b321c9,Pham Duc Tai,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,12/Sep/23 8:21 PM,18/Sep/23 9:40 PM,26/Sep/23 8:22 AM,,,0,"Verify that the customer form correctly validates and displays an error message when special characters are entered in the ""Address"" field.",,Pham Duc Tai,,712020:9dfd2bf3-84bc-493b-8c3a-1b2ac054495f,,,,,,,,,,,,,,,,,,,,,,,,,,NNB-8,Edit Customer,,,"
-The system should prevent the entry of special characters and should not allow the form to proceed with the incorrect data.
-An error message should be displayed near the ""Address"" field, indicating that special characters are not allowed.",,,,,0|i000hz:,,NNB Sprint 2,NNB Sprint 3,,,,,,,,,Unit,"Enter an address with special characters in the ""Address"" field.",Skip,,,,10007,Edit Customer,To Do
